seed,inv_epsilon,epsilon,checkpoint,filter,errors,trajectories,p_hat,ci95_low,ci95_high,epsilon_log_inv_epsilon,normalized_error,action_0_count,action_1_count,action_2_count,action_3_count
2026072303,90.0,0.011111111111111112,950,invalid_alf_epsilon_squared,15054,20000,0.7527,0.7466724703293665,0.7586304746478784,0.04999788522589184,15.054636743119843,4748747,4751323,4749982,4749948
2026072303,90.0,0.011111111111111112,950,wrong_action_control,16419,20000,0.82095,0.8155750441485051,0.8262016879070812,0.04999788522589184,16.419694478894957,4748747,4751323,4749982,4749948
2026072303,90.0,0.011111111111111112,950,action_conditioned_lof_bayes,1388,20000,0.0694,0.06596001769656515,0.07300536375495217,0.04999788522589184,1.3880587086123517,4748747,4751323,4749982,4749948
2026072303,90.0,0.011111111111111112,1000,time_varying_alf_sqrt_epsilon,1517,20000,0.07585,0.0722616097069042,0.07960129447948935,0.04999788522589184,1.5170641649603296,4999392,5001295,4999449,4999864
2026072303,90.0,0.011111111111111112,1000,invalid_alf_epsilon_squared,15085,20000,0.75425,0.7482348024720719,0.760167547193399,0.04999788522589184,15.085638054335247,4999392,5001295,4999449,4999864
2026072303,90.0,0.011111111111111112,1000,wrong_action_control,16435,20000,0.82175,0.8163841883515455,0.8269922364463511,0.04999788522589184,16.435695155651295,4999392,5001295,4999449,4999864
2026072303,90.0,0.011111111111111112,1000,action_conditioned_lof_bayes,1326,20000,0.0663,0.06293440272371548,0.06983216935134967,0.04999788522589184,1.3260560861815405,4999392,5001295,4999449,4999864
2026072303,100.0,0.01,900,time_varying_alf_sqrt_epsilon,1481,20000,0.07405,0.07050220413929646,0.07776139137689907,0.04605170185988092,1.6079753192467898,4499763,4499444,4500108,4500685
2026072303,100.0,0.01,900,invalid_alf_epsilon_squared,14786,20000,0.7393,0.7331701096278944,0.7453379819156538,0.04605170185988092,16.053695523553703,4499763,4499444,4500108,4500685
2026072303,100.0,0.01,900,wrong_action_control,16458,20000,0.8229,0.8175474024613032,0.8281285806536642,0.04605170185988092,17.869046457909295,4499763,4499444,4500108,4500685
2026072303,100.0,0.01,900,action_conditioned_lof_bayes,1237,20000,0.06185,0.05859499539891318,0.06527328579705131,0.04605170185988092,1.3430556852858062,4499763,4499444,4500108,4500685
2026072303,100.0,0.01,950,time_varying_alf_sqrt_epsilon,1450,20000,0.0725,0.06898766024212771,0.07617653058584173,0.04605170185988092,1.5743174968992877,4749292,4748764,4750713,4751231
2026072303,100.0,0.01,950,invalid_alf_epsilon_squared,14834,20000,0.7417,0.7355878915900403,0.7477192781804388,0.04605170185988092,16.105810861382093,4749292,4748764,4750713,4751231
2026072303,100.0,0.01,950,wrong_action_control,16333,20000,0.81665,0.8112265627913819,0.8219518207742869,0.04605170185988092,17.73332943231453,4749292,4748764,4750713,4751231
2026072303,100.0,0.01,950,action_conditioned_lof_bayes,1216,20000,0.0608,0.0575717876842195,0.0641968967874628,0.04605170185988092,1.3202552249858854,4749292,4748764,4750713,4751231
2026072303,100.0,0.01,1000,time_varying_alf_sqrt_epsilon,1433,20000,0.07165,0.06815730548655083,0.07530721180271402,0.04605170185988092,1.5558599814183998,4999745,4998839,5000802,5000614
2026072303,100.0,0.01,1000,invalid_alf_epsilon_squared,14906,20000,0.7453,0.7392150112949007,0.7512907758159741,0.04605170185988092,16.183983868124677,4999745,4998839,5000802,5000614
2026072303,100.0,0.01,1000,wrong_action_control,16448,20000,0.8224,0.8170416471180453,0.8276345280329784,0.04605170185988092,17.858189095861714,4999745,4998839,5000802,5000614
2026072303,100.0,0.01,1000,action_conditioned_lof_bayes,1205,20000,0.06025,0.05703593289667637,0.06363296281466764,0.04605170185988092,1.308312126733546,4999745,4998839,5000802,5000614
2026072303,110.0,0.00909090909090909,900,time_varying_alf_sqrt_epsilon,1365,20000,0.06825,0.06483736880457083,0.07182845432987553,0.042731639689021966,1.5971771852586754,4496205,4503891,4500257,4499647
2026072303,110.0,0.00909090909090909,900,invalid_alf_epsilon_squared,14583,20000,0.72915,0.7229474894002278,0.7352645004752593,0.042731639689021966,17.06346878580752,4496205,4503891,4500257,4499647
2026072303,110.0,0.00909090909090909,900,wrong_action_control,16476,20000,0.8238,0.8184578013289537,0.8290178361211128,0.042731639689021966,19.27845516800142,4496205,4503891,4500257,4499647
